review_id,phase,round,role,domain,issue,decision,doc_anchor
"R-02519","中期评审","1519","实施工程师","检测质量","准确率 95% 以上、误报率低于 5% 不能只用功能联调证明。","补充样本集、标签、混淆矩阵、公式、第三方测试和回归报告模板。","01_design/课题一产品与技术总体设计.md#63-检测质量门禁"
"R-02520","中期评审","1520","测试工程师","测试验收","MLOps 小样本 F1=0.8 不能代表课题完成态指标。","建立最小样本门槛、champion/challenger、漂移阈值、灰度和回滚机制。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02521","中期评审","1521","UI工程师","安全合规","当前 mTLS、JWT、RBAC、审计已有基础，但 Kafka TLS/SASL 和密钥生产化仍是缺口。","设计南北向和东西向安全边界，补生产安全加固门禁。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-02522","中期评审","1522","产品经理","端到端链路","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-02523","中期评审","1523","技术经理","交付实施","试点验收需要证明部署稳定性、连续运行、应用价值和经济效益。","输出试点材料清单、演示脚本和第三方测试准备清单。","01_design/课题一产品与技术总体设计.md#7-试点与交付"
"R-02524","中期评审","1524","销售经理","性能容量","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02525","中期评审","1525","项目经理","测试验收","功能 E2E 已有 100 轮冒烟通过，但性能、模型泛化和故障演练需另行验收。","把现有 live smoke 作为功能回归证据，把专项项列入门禁。","01_design/课题一产品与技术总体设计.md#6-验收设计"
"R-02526","中期评审","1526","全栈工程师","性能容量","10 x 100Gbps、512Mpps 和 P95 <= 60s 缺专项压测报告。","把它标成验收待闭环，定义流量模型、时间戳口径、采样点、丢包率和资源水位。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-02527","中期评审","1527","算法工程师","用户体验","多源数据缺失、迟到、解析失败和 DLQ 会影响告警可信度。","定义数据质量指标、DLQ 处理、重放幂等和页面解释策略。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02528","中期评审","1528","实施工程师","测试验收","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-02529","中期评审","1529","测试工程师","进度与范围","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-02530","中期评审","1530","UI工程师","用户体验","页面已经丰富，但操作路径必须服务于研判闭环而不是菜单堆叠。","定义登录、态势、告警、证据、图谱、取证、反馈、治理、报表的 25 分钟演示路径。","01_design/课题一产品与技术总体设计.md#44-25-分钟演示主线"
"R-02531","中期评审","1531","产品经理","检测质量","准确率 95% 以上、误报率低于 5% 不能只用功能联调证明。","补充样本集、标签、混淆矩阵、公式、第三方测试和回归报告模板。","01_design/课题一产品与技术总体设计.md#63-检测质量门禁"
"R-02532","中期评审","1532","技术经理","性能容量","MLOps 小样本 F1=0.8 不能代表课题完成态指标。","建立最小样本门槛、champion/challenger、漂移阈值、灰度和回滚机制。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02533","中期评审","1533","销售经理","安全合规","当前 mTLS、JWT、RBAC、审计已有基础，但 Kafka TLS/SASL 和密钥生产化仍是缺口。","设计南北向和东西向安全边界，补生产安全加固门禁。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-02534","中期评审","1534","项目经理","交付实施","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-02535","中期评审","1535","全栈工程师","交付实施","试点验收需要证明部署稳定性、连续运行、应用价值和经济效益。","输出试点材料清单、演示脚本和第三方测试准备清单。","01_design/课题一产品与技术总体设计.md#7-试点与交付"
"R-02536","中期评审","1536","算法工程师","测试验收","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02537","中期评审","1537","实施工程师","测试验收","功能 E2E 已有 100 轮冒烟通过，但性能、模型泛化和故障演练需另行验收。","把现有 live smoke 作为功能回归证据，把专项项列入门禁。","01_design/课题一产品与技术总体设计.md#6-验收设计"
"R-02538","中期评审","1538","测试工程师","性能容量","10 x 100Gbps、512Mpps 和 P95 <= 60s 缺专项压测报告。","把它标成验收待闭环，定义流量模型、时间戳口径、采样点、丢包率和资源水位。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-02539","中期评审","1539","UI工程师","检测质量","多源数据缺失、迟到、解析失败和 DLQ 会影响告警可信度。","定义数据质量指标、DLQ 处理、重放幂等和页面解释策略。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02540","中期评审","1540","产品经理","性能容量","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-02541","中期评审","1541","技术经理","安全合规","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-02542","中期评审","1542","销售经理","用户体验","页面已经丰富，但操作路径必须服务于研判闭环而不是菜单堆叠。","定义登录、态势、告警、证据、图谱、取证、反馈、治理、报表的 25 分钟演示路径。","01_design/课题一产品与技术总体设计.md#44-25-分钟演示主线"
"R-02543","中期评审","1543","项目经理","检测质量","准确率 95% 以上、误报率低于 5% 不能只用功能联调证明。","补充样本集、标签、混淆矩阵、公式、第三方测试和回归报告模板。","01_design/课题一产品与技术总体设计.md#63-检测质量门禁"
"R-02544","中期评审","1544","全栈工程师","测试验收","MLOps 小样本 F1=0.8 不能代表课题完成态指标。","建立最小样本门槛、champion/challenger、漂移阈值、灰度和回滚机制。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02545","中期评审","1545","算法工程师","安全合规","当前 mTLS、JWT、RBAC、审计已有基础，但 Kafka TLS/SASL 和密钥生产化仍是缺口。","设计南北向和东西向安全边界，补生产安全加固门禁。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-02546","中期评审","1546","实施工程师","端到端链路","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-02547","中期评审","1547","测试工程师","交付实施","试点验收需要证明部署稳定性、连续运行、应用价值和经济效益。","输出试点材料清单、演示脚本和第三方测试准备清单。","01_design/课题一产品与技术总体设计.md#7-试点与交付"
"R-02548","中期评审","1548","UI工程师","性能容量","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02549","中期评审","1549","产品经理","测试验收","功能 E2E 已有 100 轮冒烟通过，但性能、模型泛化和故障演练需另行验收。","把现有 live smoke 作为功能回归证据，把专项项列入门禁。","01_design/课题一产品与技术总体设计.md#6-验收设计"
"R-02550","中期评审","1550","技术经理","性能容量","10 x 100Gbps、512Mpps 和 P95 <= 60s 缺专项压测报告。","把它标成验收待闭环，定义流量模型、时间戳口径、采样点、丢包率和资源水位。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-02551","中期评审","1551","销售经理","用户体验","多源数据缺失、迟到、解析失败和 DLQ 会影响告警可信度。","定义数据质量指标、DLQ 处理、重放幂等和页面解释策略。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02552","中期评审","1552","项目经理","测试验收","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-02553","中期评审","1553","全栈工程师","进度与范围","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-02554","中期评审","1554","算法工程师","用户体验","页面已经丰富，但操作路径必须服务于研判闭环而不是菜单堆叠。","定义登录、态势、告警、证据、图谱、取证、反馈、治理、报表的 25 分钟演示路径。","01_design/课题一产品与技术总体设计.md#44-25-分钟演示主线"
"R-02555","中期评审","1555","实施工程师","检测质量","准确率 95% 以上、误报率低于 5% 不能只用功能联调证明。","补充样本集、标签、混淆矩阵、公式、第三方测试和回归报告模板。","01_design/课题一产品与技术总体设计.md#63-检测质量门禁"
"R-02556","中期评审","1556","测试工程师","性能容量","MLOps 小样本 F1=0.8 不能代表课题完成态指标。","建立最小样本门槛、champion/challenger、漂移阈值、灰度和回滚机制。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02557","中期评审","1557","UI工程师","安全合规","当前 mTLS、JWT、RBAC、审计已有基础，但 Kafka TLS/SASL 和密钥生产化仍是缺口。","设计南北向和东西向安全边界，补生产安全加固门禁。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-02558","中期评审","1558","产品经理","交付实施","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-02559","中期评审","1559","技术经理","交付实施","试点验收需要证明部署稳定性、连续运行、应用价值和经济效益。","输出试点材料清单、演示脚本和第三方测试准备清单。","01_design/课题一产品与技术总体设计.md#7-试点与交付"
"R-02560","中期评审","1560","销售经理","测试验收","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02561","中期评审","1561","项目经理","测试验收","功能 E2E 已有 100 轮冒烟通过，但性能、模型泛化和故障演练需另行验收。","把现有 live smoke 作为功能回归证据，把专项项列入门禁。","01_design/课题一产品与技术总体设计.md#6-验收设计"
"R-02562","中期评审","1562","全栈工程师","性能容量","10 x 100Gbps、512Mpps 和 P95 <= 60s 缺专项压测报告。","把它标成验收待闭环，定义流量模型、时间戳口径、采样点、丢包率和资源水位。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-02563","中期评审","1563","算法工程师","检测质量","多源数据缺失、迟到、解析失败和 DLQ 会影响告警可信度。","定义数据质量指标、DLQ 处理、重放幂等和页面解释策略。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02564","中期评审","1564","实施工程师","性能容量","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-02565","中期评审","1565","测试工程师","安全合规","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-02566","中期评审","1566","UI工程师","用户体验","页面已经丰富，但操作路径必须服务于研判闭环而不是菜单堆叠。","定义登录、态势、告警、证据、图谱、取证、反馈、治理、报表的 25 分钟演示路径。","01_design/课题一产品与技术总体设计.md#44-25-分钟演示主线"
"R-02567","中期评审","1567","产品经理","检测质量","准确率 95% 以上、误报率低于 5% 不能只用功能联调证明。","补充样本集、标签、混淆矩阵、公式、第三方测试和回归报告模板。","01_design/课题一产品与技术总体设计.md#63-检测质量门禁"
"R-02568","中期评审","1568","技术经理","测试验收","MLOps 小样本 F1=0.8 不能代表课题完成态指标。","建立最小样本门槛、champion/challenger、漂移阈值、灰度和回滚机制。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02569","中期评审","1569","销售经理","安全合规","当前 mTLS、JWT、RBAC、审计已有基础，但 Kafka TLS/SASL 和密钥生产化仍是缺口。","设计南北向和东西向安全边界，补生产安全加固门禁。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-02570","中期评审","1570","项目经理","端到端链路","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-02571","中期评审","1571","全栈工程师","交付实施","试点验收需要证明部署稳定性、连续运行、应用价值和经济效益。","输出试点材料清单、演示脚本和第三方测试准备清单。","01_design/课题一产品与技术总体设计.md#7-试点与交付"
"R-02572","中期评审","1572","算法工程师","性能容量","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02573","中期评审","1573","实施工程师","测试验收","功能 E2E 已有 100 轮冒烟通过，但性能、模型泛化和故障演练需另行验收。","把现有 live smoke 作为功能回归证据，把专项项列入门禁。","01_design/课题一产品与技术总体设计.md#6-验收设计"
"R-02574","中期评审","1574","测试工程师","性能容量","10 x 100Gbps、512Mpps 和 P95 <= 60s 缺专项压测报告。","把它标成验收待闭环，定义流量模型、时间戳口径、采样点、丢包率和资源水位。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-02575","中期评审","1575","UI工程师","用户体验","多源数据缺失、迟到、解析失败和 DLQ 会影响告警可信度。","定义数据质量指标、DLQ 处理、重放幂等和页面解释策略。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02576","中期评审","1576","产品经理","测试验收","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-02577","中期评审","1577","技术经理","进度与范围","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-02578","中期评审","1578","销售经理","用户体验","页面已经丰富，但操作路径必须服务于研判闭环而不是菜单堆叠。","定义登录、态势、告警、证据、图谱、取证、反馈、治理、报表的 25 分钟演示路径。","01_design/课题一产品与技术总体设计.md#44-25-分钟演示主线"
"R-02579","中期评审","1579","项目经理","检测质量","准确率 95% 以上、误报率低于 5% 不能只用功能联调证明。","补充样本集、标签、混淆矩阵、公式、第三方测试和回归报告模板。","01_design/课题一产品与技术总体设计.md#63-检测质量门禁"
"R-02580","中期评审","1580","全栈工程师","性能容量","MLOps 小样本 F1=0.8 不能代表课题完成态指标。","建立最小样本门槛、champion/challenger、漂移阈值、灰度和回滚机制。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02581","中期评审","1581","算法工程师","安全合规","当前 mTLS、JWT、RBAC、审计已有基础，但 Kafka TLS/SASL 和密钥生产化仍是缺口。","设计南北向和东西向安全边界，补生产安全加固门禁。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-02582","中期评审","1582","实施工程师","交付实施","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-02583","中期评审","1583","测试工程师","交付实施","试点验收需要证明部署稳定性、连续运行、应用价值和经济效益。","输出试点材料清单、演示脚本和第三方测试准备清单。","01_design/课题一产品与技术总体设计.md#7-试点与交付"
"R-02584","中期评审","1584","UI工程师","测试验收","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02585","中期评审","1585","产品经理","测试验收","功能 E2E 已有 100 轮冒烟通过，但性能、模型泛化和故障演练需另行验收。","把现有 live smoke 作为功能回归证据，把专项项列入门禁。","01_design/课题一产品与技术总体设计.md#6-验收设计"
"R-02586","中期评审","1586","技术经理","性能容量","10 x 100Gbps、512Mpps 和 P95 <= 60s 缺专项压测报告。","把它标成验收待闭环，定义流量模型、时间戳口径、采样点、丢包率和资源水位。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-02587","中期评审","1587","销售经理","检测质量","多源数据缺失、迟到、解析失败和 DLQ 会影响告警可信度。","定义数据质量指标、DLQ 处理、重放幂等和页面解释策略。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02588","中期评审","1588","项目经理","性能容量","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-02589","中期评审","1589","全栈工程师","安全合规","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-02590","中期评审","1590","算法工程师","用户体验","页面已经丰富，但操作路径必须服务于研判闭环而不是菜单堆叠。","定义登录、态势、告警、证据、图谱、取证、反馈、治理、报表的 25 分钟演示路径。","01_design/课题一产品与技术总体设计.md#44-25-分钟演示主线"
"R-02591","中期评审","1591","实施工程师","检测质量","准确率 95% 以上、误报率低于 5% 不能只用功能联调证明。","补充样本集、标签、混淆矩阵、公式、第三方测试和回归报告模板。","01_design/课题一产品与技术总体设计.md#63-检测质量门禁"
"R-02592","中期评审","1592","测试工程师","测试验收","MLOps 小样本 F1=0.8 不能代表课题完成态指标。","建立最小样本门槛、champion/challenger、漂移阈值、灰度和回滚机制。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02593","中期评审","1593","UI工程师","安全合规","当前 mTLS、JWT、RBAC、审计已有基础，但 Kafka TLS/SASL 和密钥生产化仍是缺口。","设计南北向和东西向安全边界，补生产安全加固门禁。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-02594","中期评审","1594","产品经理","端到端链路","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-02595","中期评审","1595","技术经理","交付实施","试点验收需要证明部署稳定性、连续运行、应用价值和经济效益。","输出试点材料清单、演示脚本和第三方测试准备清单。","01_design/课题一产品与技术总体设计.md#7-试点与交付"
"R-02596","中期评审","1596","销售经理","性能容量","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02597","中期评审","1597","项目经理","测试验收","功能 E2E 已有 100 轮冒烟通过，但性能、模型泛化和故障演练需另行验收。","把现有 live smoke 作为功能回归证据，把专项项列入门禁。","01_design/课题一产品与技术总体设计.md#6-验收设计"
"R-02598","中期评审","1598","全栈工程师","性能容量","10 x 100Gbps、512Mpps 和 P95 <= 60s 缺专项压测报告。","把它标成验收待闭环，定义流量模型、时间戳口径、采样点、丢包率和资源水位。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-02599","中期评审","1599","算法工程师","用户体验","多源数据缺失、迟到、解析失败和 DLQ 会影响告警可信度。","定义数据质量指标、DLQ 处理、重放幂等和页面解释策略。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02600","中期评审","1600","实施工程师","测试验收","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-02601","中期评审","1601","测试工程师","进度与范围","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-02602","中期评审","1602","UI工程师","用户体验","页面已经丰富，但操作路径必须服务于研判闭环而不是菜单堆叠。","定义登录、态势、告警、证据、图谱、取证、反馈、治理、报表的 25 分钟演示路径。","01_design/课题一产品与技术总体设计.md#44-25-分钟演示主线"
"R-02603","中期评审","1603","产品经理","检测质量","准确率 95% 以上、误报率低于 5% 不能只用功能联调证明。","补充样本集、标签、混淆矩阵、公式、第三方测试和回归报告模板。","01_design/课题一产品与技术总体设计.md#63-检测质量门禁"
"R-02604","中期评审","1604","技术经理","性能容量","MLOps 小样本 F1=0.8 不能代表课题完成态指标。","建立最小样本门槛、champion/challenger、漂移阈值、灰度和回滚机制。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02605","中期评审","1605","销售经理","安全合规","当前 mTLS、JWT、RBAC、审计已有基础，但 Kafka TLS/SASL 和密钥生产化仍是缺口。","设计南北向和东西向安全边界，补生产安全加固门禁。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-02606","中期评审","1606","项目经理","交付实施","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-02607","中期评审","1607","全栈工程师","交付实施","试点验收需要证明部署稳定性、连续运行、应用价值和经济效益。","输出试点材料清单、演示脚本和第三方测试准备清单。","01_design/课题一产品与技术总体设计.md#7-试点与交付"
"R-02608","中期评审","1608","算法工程师","测试验收","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02609","中期评审","1609","实施工程师","测试验收","功能 E2E 已有 100 轮冒烟通过，但性能、模型泛化和故障演练需另行验收。","把现有 live smoke 作为功能回归证据，把专项项列入门禁。","01_design/课题一产品与技术总体设计.md#6-验收设计"
"R-02610","中期评审","1610","测试工程师","性能容量","10 x 100Gbps、512Mpps 和 P95 <= 60s 缺专项压测报告。","把它标成验收待闭环，定义流量模型、时间戳口径、采样点、丢包率和资源水位。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-02611","中期评审","1611","UI工程师","检测质量","多源数据缺失、迟到、解析失败和 DLQ 会影响告警可信度。","定义数据质量指标、DLQ 处理、重放幂等和页面解释策略。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02612","中期评审","1612","产品经理","性能容量","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-02613","中期评审","1613","技术经理","安全合规","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-02614","中期评审","1614","销售经理","用户体验","页面已经丰富，但操作路径必须服务于研判闭环而不是菜单堆叠。","定义登录、态势、告警、证据、图谱、取证、反馈、治理、报表的 25 分钟演示路径。","01_design/课题一产品与技术总体设计.md#44-25-分钟演示主线"
"R-02615","中期评审","1615","项目经理","检测质量","准确率 95% 以上、误报率低于 5% 不能只用功能联调证明。","补充样本集、标签、混淆矩阵、公式、第三方测试和回归报告模板。","01_design/课题一产品与技术总体设计.md#63-检测质量门禁"
"R-02616","中期评审","1616","全栈工程师","测试验收","MLOps 小样本 F1=0.8 不能代表课题完成态指标。","建立最小样本门槛、champion/challenger、漂移阈值、灰度和回滚机制。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02617","中期评审","1617","算法工程师","安全合规","当前 mTLS、JWT、RBAC、审计已有基础，但 Kafka TLS/SASL 和密钥生产化仍是缺口。","设计南北向和东西向安全边界，补生产安全加固门禁。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-02618","中期评审","1618","实施工程师","端到端链路","课题一要求的多源异构数据融合需要映射到流量、资产、设备日志、用户行为四类可验收数据源。","在设计文档增加任务书指标追溯矩阵，并把每类数据源绑定到采集、处理、存储、页面和测试证据。","01_design/课题一产品与技术总体设计.md#3-req-t1-追溯矩阵"
"R-02619","中期评审","1619","测试工程师","交付实施","试点验收需要证明部署稳定性、连续运行、应用价值和经济效益。","输出试点材料清单、演示脚本和第三方测试准备清单。","01_design/课题一产品与技术总体设计.md#7-试点与交付"
"R-02620","中期评审","1620","UI工程师","性能容量","Probe 到 Web UI 的链路需要形成可复核流程。","固化 Probe -> Ingest -> Kafka -> Flink -> 存储 -> Go API -> Web UI -> Feedback -> MLOps 的流程走向。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02621","中期评审","1621","产品经理","测试验收","功能 E2E 已有 100 轮冒烟通过，但性能、模型泛化和故障演练需另行验收。","把现有 live smoke 作为功能回归证据，把专项项列入门禁。","01_design/课题一产品与技术总体设计.md#6-验收设计"
"R-02622","中期评审","1622","技术经理","性能容量","10 x 100Gbps、512Mpps 和 P95 <= 60s 缺专项压测报告。","把它标成验收待闭环，定义流量模型、时间戳口径、采样点、丢包率和资源水位。","01_design/课题一产品与技术总体设计.md#62-p0-门禁"
"R-02623","中期评审","1623","销售经理","用户体验","多源数据缺失、迟到、解析失败和 DLQ 会影响告警可信度。","定义数据质量指标、DLQ 处理、重放幂等和页面解释策略。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
"R-02624","中期评审","1624","项目经理","测试验收","相对 SIEM、IDS、NDR、抓包平台的差异化需要讲成客户语言。","采用“看得见、判得准、查得到、改得动、验得过”的价值链表达。","01_design/课题一产品与技术总体设计.md#8-竞争力设计"
"R-02625","中期评审","1625","全栈工程师","进度与范围","全流量能力容易被误解为永久全包留存。","明确产品口径为 Flow/Session/Feature 实时分析加策略化 PCAP 索引、裁剪、留存和下载。","01_design/课题一产品与技术总体设计.md#2-任务书边界"
"R-02626","中期评审","1626","算法工程师","用户体验","页面已经丰富，但操作路径必须服务于研判闭环而不是菜单堆叠。","定义登录、态势、告警、证据、图谱、取证、反馈、治理、报表的 25 分钟演示路径。","01_design/课题一产品与技术总体设计.md#44-25-分钟演示主线"
"R-02627","中期评审","1627","实施工程师","检测质量","准确率 95% 以上、误报率低于 5% 不能只用功能联调证明。","补充样本集、标签、混淆矩阵、公式、第三方测试和回归报告模板。","01_design/课题一产品与技术总体设计.md#63-检测质量门禁"
"R-02628","中期评审","1628","测试工程师","性能容量","MLOps 小样本 F1=0.8 不能代表课题完成态指标。","建立最小样本门槛、champion/challenger、漂移阈值、灰度和回滚机制。","01_design/课题一产品与技术总体设计.md#54-核心功能闭环"
